CID,Bin,Creation_Date,Temporal_Period,Scraped_At
63,CID_10_100,,1996-2000,2025-08-30T09:12:16.602128
62,CID_10_100,,1996-2000,2025-08-30T09:12:29.626297
87,CID_10_100,,1996-2000,2025-08-30T09:12:42.726435
67,CID_10_100,,1996-2000,2025-08-30T09:12:55.839679
53,CID_10_100,,1996-2000,2025-08-30T09:13:08.861605
17,CID_10_100,,1996-2000,2025-08-30T09:13:32.811297
35,CID_10_100,,1996-2000,2025-08-30T09:13:45.740034
57,CID_10_100,,1996-2000,2025-08-30T09:13:58.636050
74,CID_10_100,,1996-2000,2025-08-30T09:14:11.697935
11,CID_10_100,,1996-2000,2025-08-30T09:14:25.103117
92,CID_10_100,,1996-2000,2025-08-30T09:14:38.051567
78,CID_10_100,,1996-2000,2025-08-30T09:14:51.164190
52,CID_10_100,,1996-2000,2025-08-30T09:15:04.192782
19,CID_10_100,,1996-2000,2025-08-30T09:15:27.646875
76,CID_10_100,,1996-2000,2025-08-30T09:15:42.221738
13,CID_10_100,,1996-2000,2025-08-30T09:15:55.673365
80,CID_10_100,,1996-2000,2025-08-30T09:16:09.873884
73,CID_10_100,,1996-2000,2025-08-30T09:16:23.052891
31,CID_10_100,,1996-2000,2025-08-30T09:16:36.020254
12,CID_10_100,,1996-2000,2025-08-30T09:16:48.989800
83,CID_10_100,,1996-2000,2025-08-30T09:17:02.146787
90,CID_10_100,,1996-2000,2025-08-30T09:17:15.106056
60,CID_10_100,,1996-2000,2025-08-30T09:17:28.547305
94,CID_10_100,,1996-2000,2025-08-30T09:17:42.858089
54,CID_10_100,,1996-2000,2025-08-30T09:17:55.830777
56,CID_10_100,,1996-2000,2025-08-30T09:18:08.657204
51,CID_10_100,,1996-2000,2025-08-30T09:18:23.242393
23,CID_10_100,,1996-2000,2025-08-30T09:18:37.657749
85,CID_10_100,,1996-2000,2025-08-30T09:18:50.697910
36,CID_10_100,,1996-2000,2025-08-30T09:19:03.721440
66,CID_10_100,,1996-2000,2025-08-30T09:19:16.854771
47,CID_10_100,,1996-2000,2025-08-30T09:19:36.599574
26,CID_10_100,,1996-2000,2025-08-30T09:19:59.774849
72,CID_10_100,,1996-2000,2025-08-30T09:20:13.125818
41,CID_10_100,,1996-2000,2025-08-30T09:20:48.139891
58,CID_10_100,,1996-2000,2025-08-30T09:21:01.435282
55,CID_10_100,,1996-2000,2025-08-30T09:21:14.253785
59,CID_10_100,,1996-2000,2025-08-30T09:21:43.738596
97,CID_10_100,,1996-2000,2025-08-30T09:21:56.671845
30,CID_10_100,,1996-2000,2025-08-30T09:22:09.683162
70,CID_10_100,,1996-2000,2025-08-30T09:22:22.912139
93,CID_10_100,,1996-2000,2025-08-30T09:22:36.963651
86,CID_10_100,,1996-2000,2025-08-30T09:22:50.107356
69,CID_10_100,,1996-2000,2025-08-30T09:23:03.050087
88,CID_10_100,,1996-2000,2025-08-30T09:23:16.081777
21,CID_10_100,,1996-2000,2025-08-30T09:23:29.222005
79,CID_10_100,,1996-2000,2025-08-30T09:23:42.559128
15,CID_10_100,,1996-2000,2025-08-30T09:23:55.598511
44,CID_10_100,,1996-2000,2025-08-30T09:24:08.561672
22,CID_10_100,,1996-2000,2025-08-30T09:24:21.746886
65,CID_10_100,,1996-2000,2025-08-30T09:24:34.714915
91,CID_10_100,,1996-2000,2025-08-30T09:24:47.870877
89,CID_10_100,,1996-2000,2025-08-30T09:25:00.930425
34,CID_10_100,,1996-2000,2025-08-30T09:25:14.611727
95,CID_10_100,,1996-2000,2025-08-30T09:25:27.516645
82,CID_10_100,,1996-2000,2025-08-30T09:25:40.673688
81,CID_10_100,,1996-2000,2025-08-30T09:25:53.640954
24,CID_10_100,,1996-2000,2025-08-30T09:26:06.612817
45,CID_10_100,,1996-2000,2025-08-30T09:26:19.717717
71,CID_10_100,,1996-2000,2025-08-30T09:26:33.250251
28,CID_10_100,,1996-2000,2025-08-30T09:26:49.658834
14,CID_10_100,,1996-2000,2025-08-30T09:27:02.754935
33,CID_10_100,,1996-2000,2025-08-30T09:27:15.903216
40,CID_10_100,,1996-2000,2025-08-30T09:27:28.922343
84,CID_10_100,,1996-2000,2025-08-30T09:27:42.073897
99,CID_10_100,,1996-2000,2025-08-30T09:27:55.018411
46,CID_10_100,,1996-2000,2025-08-30T09:28:08.005809
38,CID_10_100,,1996-2000,2025-08-30T09:28:21.109775
75,CID_10_100,,1996-2000,2025-08-30T09:28:34.134749
42,CID_10_100,,1996-2000,2025-08-30T09:28:47.027949
64,CID_10_100,,1996-2000,2025-08-30T09:29:00.023282
96,CID_10_100,,1996-2000,2025-08-30T09:29:13.078998
50,CID_10_100,,1996-2000,2025-08-30T09:29:26.111714
49,CID_10_100,,1996-2000,2025-08-30T09:29:40.422372
77,CID_10_100,,1996-2000,2025-08-30T09:29:54.635193
29,CID_10_100,,1996-2000,2025-08-30T09:30:07.737986
68,CID_10_100,,1996-2000,2025-08-30T09:30:20.790672
18,CID_10_100,,1996-2000,2025-08-30T09:30:33.694887
39,CID_10_100,,1996-2000,2025-08-30T09:30:46.768587
48,CID_10_100,,1996-2000,2025-08-30T09:31:00.000167
61,CID_10_100,,1996-2000,2025-08-30T09:31:23.278854
37,CID_10_100,,1996-2000,2025-08-30T09:31:36.194723
43,CID_10_100,,1996-2000,2025-08-30T09:31:49.390524
20,CID_10_100,,1996-2000,2025-08-30T09:32:04.213030
98,CID_10_100,,1996-2000,2025-08-30T09:32:17.687890
32,CID_10_100,,1996-2000,2025-08-30T09:32:30.625086
16,CID_10_100,,1996-2000,2025-08-30T09:32:43.822085
584,CID_100_1000,,1996-2000,2025-08-30T09:32:57.359997
767,CID_100_1000,,1996-2000,2025-08-30T09:33:10.347465
101,CID_100_1000,,1996-2000,2025-08-30T09:33:23.375024
662,CID_100_1000,,1996-2000,2025-08-30T09:33:36.691435
564,CID_100_1000,,1996-2000,2025-08-30T09:33:49.892229
991,CID_100_1000,,1996-2000,2025-08-30T09:34:03.292099
150,CID_100_1000,,1996-2000,2025-08-30T09:34:16.177665
619,CID_100_1000,,1996-2000,2025-08-30T09:34:29.348450
341,CID_100_1000,,1996-2000,2025-08-30T09:34:42.523688
710,CID_100_1000,,1996-2000,2025-08-30T09:34:55.764006
605,CID_100_1000,,1996-2000,2025-08-30T09:35:08.731153
870,CID_100_1000,,1996-2000,2025-08-30T09:35:22.034120
524,CID_100_1000,,1996-2000,2025-08-30T09:35:35.090663
941,CID_100_1000,,1996-2000,2025-08-30T09:35:47.973816
186,CID_100_1000,,1996-2000,2025-08-30T09:36:01.415207
265,CID_100_1000,,1996-2000,2025-08-30T09:36:14.518399
860,CID_100_1000,,1996-2000,2025-08-30T09:36:27.530025
177,CID_100_1000,,1996-2000,2025-08-30T09:36:40.768730
998,CID_100_1000,,1996-2000,2025-08-30T09:36:53.906008
392,CID_100_1000,,1996-2000,2025-08-30T09:37:07.075372
330,CID_100_1000,,1996-2000,2025-08-30T09:37:19.996910
164,CID_100_1000,,1996-2000,2025-08-30T09:37:33.178931
992,CID_100_1000,,1996-2000,2025-08-30T09:37:46.699386
681,CID_100_1000,,1996-2000,2025-08-30T09:37:59.968470
129,CID_100_1000,,1996-2000,2025-08-30T09:38:16.346791
440,CID_100_1000,,1996-2000,2025-08-30T09:38:29.368014
763,CID_100_1000,,1996-2000,2025-08-30T09:38:42.520074
241,CID_100_1000,,1996-2000,2025-08-30T09:38:56.298873
389,CID_100_1000,,1996-2000,2025-08-30T09:39:09.281498
479,CID_100_1000,,1996-2000,2025-08-30T09:39:22.315573
783,CID_100_1000,,1996-2000,2025-08-30T09:39:35.877854
974,CID_100_1000,,1996-2000,2025-08-30T09:39:48.921659
652,CID_100_1000,,1996-2000,2025-08-30T09:40:17.954200
431,CID_100_1000,,1996-2000,2025-08-30T09:40:30.975413
420,CID_100_1000,,1996-2000,2025-08-30T09:40:44.060733
656,CID_100_1000,,1996-2000,2025-08-30T09:40:57.177913
424,CID_100_1000,,1996-2000,2025-08-30T09:41:10.523755
968,CID_100_1000,,1996-2000,2025-08-30T09:41:23.360952
297,CID_100_1000,,1996-2000,2025-08-30T09:41:36.969211
541,CID_100_1000,,1996-2000,2025-08-30T09:41:50.972024
522,CID_100_1000,,1996-2000,2025-08-30T09:42:11.589230
657,CID_100_1000,,1996-2000,2025-08-30T09:42:24.558533
547,CID_100_1000,,1996-2000,2025-08-30T09:42:37.792184
777,CID_100_1000,,1996-2000,2025-08-30T09:42:51.100144
160,CID_100_1000,,1996-2000,2025-08-30T09:43:04.153362
834,CID_100_1000,,1996-2000,2025-08-30T09:43:17.242859
142,CID_100_1000,,1996-2000,2025-08-30T09:43:30.229160
110,CID_100_1000,,1996-2000,2025-08-30T09:44:06.515491
626,CID_100_1000,,1996-2000,2025-08-30T09:44:19.445780
915,CID_100_1000,,1996-2000,2025-08-30T09:44:32.341298
826,CID_100_1000,,1996-2000,2025-08-30T09:44:55.577695
948,CID_100_1000,,1996-2000,2025-08-30T09:45:08.862328
286,CID_100_1000,,1996-2000,2025-08-30T09:45:21.898238
573,CID_100_1000,,1996-2000,2025-08-30T09:45:34.922778
620,CID_100_1000,,1996-2000,2025-08-30T09:46:03.366899
434,CID_100_1000,,1996-2000,2025-08-30T09:46:16.388551
700,CID_100_1000,,1996-2000,2025-08-30T09:46:29.670097
696,CID_100_1000,,1996-2000,2025-08-30T09:46:42.624301
528,CID_100_1000,,1996-2000,2025-08-30T09:46:55.839070
343,CID_100_1000,,1996-2000,2025-08-30T09:47:13.683837
112,CID_100_1000,,1996-2000,2025-08-30T09:47:26.595706
739,CID_100_1000,,1996-2000,2025-08-30T09:47:41.248901
705,CID_100_1000,,1996-2000,2025-08-30T09:47:54.137888
978,CID_100_1000,,1996-2000,2025-08-30T09:48:07.684315
462,CID_100_1000,,1996-2000,2025-08-30T09:48:21.265585
264,CID_100_1000,,1996-2000,2025-08-30T09:48:34.545472
195,CID_100_1000,,1996-2000,2025-08-30T09:48:47.571563
232,CID_100_1000,,1996-2000,2025-08-30T09:49:11.722771
799,CID_100_1000,,1996-2000,2025-08-30T09:49:24.708493
877,CID_100_1000,,1996-2000,2025-08-30T09:49:37.603774
429,CID_100_1000,,1996-2000,2025-08-30T09:49:51.490233
281,CID_100_1000,,1996-2000,2025-08-30T09:50:08.524222
867,CID_100_1000,,1996-2000,2025-08-30T09:50:27.254463
596,CID_100_1000,,1996-2000,2025-08-30T09:50:40.305382
423,CID_100_1000,,1996-2000,2025-08-30T09:50:53.568660
816,CID_100_1000,,1996-2000,2025-08-30T09:51:06.475130
593,CID_100_1000,,1996-2000,2025-08-30T09:51:19.449178
938,CID_100_1000,,1996-2000,2025-08-30T09:51:33.400915
654,CID_100_1000,,1996-2000,2025-08-30T09:51:46.410995
954,CID_100_1000,,1996-2000,2025-08-30T09:51:59.354047
808,CID_100_1000,,1996-2000,2025-08-30T09:52:39.530370
338,CID_100_1000,,1996-2000,2025-08-30T09:52:52.967361
864,CID_100_1000,,1996-2000,2025-08-30T09:53:06.096572
658,CID_100_1000,,1996-2000,2025-08-30T09:53:19.998184
422,CID_100_1000,,1996-2000,2025-08-30T09:53:33.346814
747,CID_100_1000,,1996-2000,2025-08-30T09:53:46.324897
906,CID_100_1000,,1996-2000,2025-08-30T09:53:59.409132
955,CID_100_1000,,1996-2000,2025-08-30T09:54:12.627933
936,CID_100_1000,,1996-2000,2025-08-30T09:54:25.905536
856,CID_100_1000,,1996-2000,2025-08-30T09:54:38.893853
454,CID_100_1000,,1996-2000,2025-08-30T09:54:52.475811
674,CID_100_1000,,1996-2000,2025-08-30T09:55:05.898353
190,CID_100_1000,,1996-2000,2025-08-30T09:55:31.384090
213,CID_100_1000,,1996-2000,2025-08-30T09:55:44.428226
419,CID_100_1000,,1996-2000,2025-08-30T09:55:57.362394
546,CID_100_1000,,1996-2000,2025-08-30T09:56:10.573144
366,CID_100_1000,,1996-2000,2025-08-30T09:56:23.719097
895,CID_100_1000,,1996-2000,2025-08-30T09:56:36.790253
220,CID_100_1000,,1996-2000,2025-08-30T09:56:50.007605
823,CID_100_1000,,1996-2000,2025-08-30T09:57:03.077687
7341,CID_1000_10000,,2000-2004,2025-08-30T09:57:27.098559
6833,CID_1000_10000,,2000-2004,2025-08-30T09:57:40.221412
5103,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:57:46.766947
9538,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:57:53.585117
2401,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:57:57.251641
6881,CID_1000_10000,,2000-2004,2025-08-30T09:58:10.087518
8850,CID_1000_10000,,2000-2004,2025-08-30T09:58:34.686205
6047,CID_1000_10000,,2000-2004,2025-08-30T09:58:47.938352
4439,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:58:51.148269
3494,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:58:57.034015
2021,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:59:00.920043
6275,CID_1000_10000,,2000-2004,2025-08-30T09:59:13.847879
3444,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:59:19.766000
4245,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:59:21.881188
2511,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:59:24.341749
7464,CID_1000_10000,,2000-2004,2025-08-30T09:59:37.331080
1980,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:59:39.949000
3754,CID_1000_10000,,2000-2004,2025-08-30T09:59:42.656074
9265,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:59:51.335354
9305,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T09:59:59.912261
6938,CID_1000_10000,,2000-2004,2025-08-30T10:00:13.110058
7533,CID_1000_10000,,2000-2004,2025-08-30T10:00:26.318276
9532,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:00:30.207845
7983,CID_1000_10000,,2000-2004,2025-08-30T10:00:43.170760
1706,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:00:44.867701
4034,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:00:52.091972
4179,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:00:53.947650
2039,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:00:56.541296
2486,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:00:58.930197
7357,CID_1000_10000,,2000-2004,2025-08-30T10:01:27.508634
1516,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:01:29.340202
3809,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:01:32.152735
6231,CID_1000_10000,,2000-2004,2025-08-30T10:01:45.092481
3643,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:01:46.795280
1845,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:01:49.099539
2634,CID_1000_10000,,2000-2004,2025-08-30T10:01:51.769558
4485,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:01:59.849283
9439,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:02:02.092937
3172,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:02:05.993709
4293,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:02:08.742490
3900,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:02:10.150100
5228,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:02:13.235436
1485,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:02:17.139567
5556,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:02:22.089403
2376,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:02:25.413559
7887,CID_1000_10000,,2000-2004,2025-08-30T10:02:38.065848
6151,CID_1000_10000,,2000-2004,2025-08-30T10:02:51.318948
4904,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:02:57.477411
7411,CID_1000_10000,,2000-2004,2025-08-30T10:03:10.685195
2017,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:03:16.554783
8704,CID_1000_10000,,2000-2004,2025-08-30T10:03:29.657203
2623,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:03:31.517610
6680,CID_1000_10000,,2000-2004,2025-08-30T10:03:44.376404
1884,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:03:47.298867
6418,CID_1000_10000,,2000-2004,2025-08-30T10:04:00.309840
6424,CID_1000_10000,,2000-2004,2025-08-30T10:04:13.398602
4294,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:04:15.698314
8005,CID_1000_10000,,2000-2004,2025-08-30T10:04:28.889372
6428,CID_1000_10000,,2000-2004,2025-08-30T10:04:42.258213
8043,CID_1000_10000,,2000-2004,2025-08-30T10:04:55.345941
9556,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:04:57.879259
5598,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:05:00.106094
1138,CID_1000_10000,,2000-2004,2025-08-30T10:05:12.842648
5354,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:05:17.224291
1489,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:05:22.183899
4901,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:05:24.940026
3684,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:05:26.317995
8228,CID_1000_10000,,2000-2004,2025-08-30T10:05:39.156044
7334,CID_1000_10000,,2000-2004,2025-08-30T10:05:52.196107
2931,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:05:56.176172
2547,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:05:58.503509
2125,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:01.458292
1940,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:06.146608
8754,CID_1000_10000,,2000-2004,2025-08-30T10:06:19.270790
4345,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:23.394399
4058,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:30.292141
4888,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:35.031881
3062,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:40.678719
1194,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:43.669311
2969,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:49.969885
9122,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:53.191019
4029,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:06:54.908378
7004,CID_1000_10000,,2000-2004,2025-08-30T10:07:07.656967
8584,CID_1000_10000,,2000-2004,2025-08-30T10:07:20.953353
8670,CID_1000_10000,,2000-2004,2025-08-30T10:07:33.926137
8226,CID_1000_10000,,2000-2004,2025-08-30T10:07:47.036392
9363,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:07:51.231677
1811,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:07:52.613629
3166,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:07:55.348741
9069,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:07:56.805537
1288,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:07:58.944407
4076,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:08:02.389639
8163,CID_1000_10000,,2000-2004,2025-08-30T10:08:15.615094
1691,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:08:20.835358
5593,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:08:28.722871
1799,CID_1000_10000,,2000-2004,2025-08-30T10:08:32.018503
1546,CID_1000_10000,2025-08-26,2000-2004,2025-08-30T10:08:34.182725
7579,CID_1000_10000,,2000-2004,2025-08-30T10:08:47.281326
1789,CID_1000_10000,,2000-2004,2025-08-30T10:08:50.221853
6510,CID_1000_10000,,2000-2004,2025-08-30T10:09:07.897895
46877,CID_10000_100000,2025-08-26,2004-2008,2025-08-30T10:09:13.235710
15357,CID_10000_100000,2025-08-26,2004-2008,2025-08-30T10:09:17.220850
35422,CID_10000_100000,2025-08-26,2004-2008,2025-08-30T10:09:22.068310
97428,CID_10000_100000,2025-08-26,2004-2008,2025-08-30T10:09:31.794096
11584,CID_10000_100000,2025-08-26,2004-2008,2025-08-30T10:09:41.624864
53445,CID_10000_100000,,2004-2008,2025-08-30T10:09:45.892516
